station_nm,dec_lat_va,dec_long_va,month,water_depth_ft
 (C- 6- 2)14aba- 1,40.30494989,-112.0299383,4,106.18266666666666
 (C- 6- 2)14aba- 1,40.30494989,-112.0299383,5,106.19483870967741
 (C- 6- 2)14aba- 1,40.30494989,-112.0299383,6,106.24833333333332
 (C- 6- 2)14aba- 1,40.30494989,-112.0299383,7,106.2958064516129
 (C- 6- 2)14aba- 1,40.30494989,-112.0299383,8,106.24612903225807
 (C- 6- 2)14aba- 1,40.30494989,-112.0299383,9,106.21033333333334
 (C- 6- 2)14aba- 1,40.30494989,-112.0299383,10,106.16678571428572
 (C- 7- 8)10cbd- 1,40.21994218,-112.7405206,1,74.19258064516129
 (C- 7- 8)10cbd- 1,40.21994218,-112.7405206,2,74.00068965517241
 (C- 7- 8)10cbd- 1,40.21994218,-112.7405206,3,73.83451612903225
 (C- 7- 8)10cbd- 1,40.21994218,-112.7405206,4,73.71933333333332
 (C- 7- 8)10cbd- 1,40.21994218,-112.7405206,5,73.67935483870967
 (C- 7- 8)10cbd- 1,40.21994218,-112.7405206,6,74.07333333333332
 (C- 7- 8)10cbd- 1,40.21994218,-112.7405206,7,74.7374193548387
 (C- 7- 8)10cbd- 1,40.21994218,-112.7405206,8,74.99225806451614
 (C- 7- 8)10cbd- 1,40.21994218,-112.7405206,9,74.70433333333334
 (C- 7- 8)10cbd- 1,40.21994218,-112.7405206,10,74.50806451612904
 (C- 7- 8)10cbd- 1,40.21994218,-112.7405206,11,74.385
 (C-13-18)28dab-1,39.6577199,-113.8747151,1,32.16161290322581
 (C-13-18)28dab-1,39.6577199,-113.8747151,2,32.04275862068965
 (C-13-18)28dab-1,39.6577199,-113.8747151,3,31.933870967741935
 (C-13-18)28dab-1,39.6577199,-113.8747151,4,31.837
 (C-13-18)28dab-1,39.6577199,-113.8747151,5,31.859354838709677
 (C-13-18)28dab-1,39.6577199,-113.8747151,6,32.242
 (C-13-18)28dab-1,39.6577199,-113.8747151,7,32.59322580645161
 (C-13-18)28dab-1,39.6577199,-113.8747151,8,32.78322580645161
 (C-13-18)28dab-1,39.6577199,-113.8747151,9,32.90233333333333
 (C-13-18)28dab-1,39.6577199,-113.8747151,10,32.96032258064516
 (C-13-18)28dab-1,39.6577199,-113.8747151,11,32.952
 (C-14- 1)26dcd- 2,39.55829038,-111.8960413,1,116.14032258064516
 (C-14- 1)26dcd- 2,39.55829038,-111.8960413,2,114.36333333333334
 (C-14- 1)26dcd- 2,39.55829038,-111.8960413,4,112.498
 (C-14- 1)26dcd- 2,39.55829038,-111.8960413,5,115.95129032258063
 (C-14- 1)26dcd- 2,39.55829038,-111.8960413,6,125.727
 (C-14- 1)26dcd- 2,39.55829038,-111.8960413,7,141.83967741935484
 (C-14- 1)26dcd- 2,39.55829038,-111.8960413,8,148.0809677419355
 (C-14- 1)26dcd- 2,39.55829038,-111.8960413,9,140.757
 (C-14- 1)26dcd- 2,39.55829038,-111.8960413,10,130.44416666666666
 (C-15- 7)23bac- 1,39.50550678,-112.6068946,1,21.383225806451613
 (C-15- 7)23bac- 1,39.50550678,-112.6068946,2,20.67137931034483
 (C-15- 7)23bac- 1,39.50550678,-112.6068946,3,20.07709677419355
 (C-15- 7)23bac- 1,39.50550678,-112.6068946,4,19.761111111111113
 (C-15- 7)23bac- 1,39.50550678,-112.6068946,8,25.366666666666667
 (C-15- 7)23bac- 1,39.50550678,-112.6068946,9,25.583157894736843
 (C-15-17) 1bbc- 1,39.54980556,-113.71525,1,853.9422580645161
 (C-15-17) 1bbc- 1,39.54980556,-113.71525,2,853.9162068965517
 (C-15-17) 1bbc- 1,39.54980556,-113.71525,3,853.901935483871
 (C-15-17) 1bbc- 1,39.54980556,-113.71525,4,853.901
 (C-15-17) 1bbc- 1,39.54980556,-113.71525,5,853.8477419354838
 (C-15-17) 1bbc- 1,39.54980556,-113.71525,6,853.7696666666667
 (C-15-17) 1bbc- 1,39.54980556,-113.71525,7,853.7693548387097
 (C-15-17) 1bbc- 1,39.54980556,-113.71525,8,853.758064516129
 (C-15-17) 1bbc- 1,39.54980556,-113.71525,9,853.7226666666667
 (C-15-17) 1bbc- 1,39.54980556,-113.71525,10,853.6977419354839
 (C-15-17) 1bbc- 1,39.54980556,-113.71525,11,853.726
 (C-23- 6)18ddd- 1,38.80663305,-112.5613314,1,83.34967741935485
 (C-23- 6)18ddd- 1,38.80663305,-112.5613314,2,82.76448275862069
 (C-23- 6)18ddd- 1,38.80663305,-112.5613314,3,82.25483870967743
 (C-23- 6)18ddd- 1,38.80663305,-112.5613314,4,82.03833333333334
 (C-23- 6)18ddd- 1,38.80663305,-112.5613314,5,82.73290322580644
 (C-23- 6)18ddd- 1,38.80663305,-112.5613314,6,83.767
 (C-23- 6)18ddd- 1,38.80663305,-112.5613314,7,84.85677419354839
 (C-23- 6)18ddd- 1,38.80663305,-112.5613314,8,85.97645161290322
 (C-23- 6)18ddd- 1,38.80663305,-112.5613314,9,86.56666666666666
 (C-23- 6)18ddd- 1,38.80663305,-112.5613314,10,86.51444444444445
 (C-28-10)29add- 1,38.34607857,-112.9916215,1,90.83516129032257
 (C-28-10)29add- 1,38.34607857,-112.9916215,2,89.24586206896552
 (C-28-10)29add- 1,38.34607857,-112.9916215,3,87.76612903225806
 (C-28-10)29add- 1,38.34607857,-112.9916215,4,90.22666666666667
 (C-28-10)29add- 1,38.34607857,-112.9916215,5,99.82806451612903
 (C-28-10)29add- 1,38.34607857,-112.9916215,6,104.74666666666667
 (C-28-10)29add- 1,38.34607857,-112.9916215,7,110.03258064516129
 (C-28-10)29add- 1,38.34607857,-112.9916215,8,111.97838709677418
 (C-28-10)29add- 1,38.34607857,-112.9916215,9,112.46566666666668
 (C-28-10)29add- 1,38.34607857,-112.9916215,10,103.29645161290323
 (C-28-10)29add- 1,38.34607857,-112.9916215,11,98.461
 (C-34- 8) 5bca- 1,37.8780303,-112.7896655,1,42.03225806451613
 (C-34- 8) 5bca- 1,37.8780303,-112.7896655,2,42.63068965517241
 (C-34- 8) 5bca- 1,37.8780303,-112.7896655,3,44.607419354838704
 (C-34- 8) 5bca- 1,37.8780303,-112.7896655,4,44.65333333333333
 (C-34- 8) 5bca- 1,37.8780303,-112.7896655,5,43.06483870967742
 (C-34- 8) 5bca- 1,37.8780303,-112.7896655,6,41.605333333333334
 (C-34- 8) 5bca- 1,37.8780303,-112.7896655,7,41.200967741935486
 (C-34- 8) 5bca- 1,37.8780303,-112.7896655,8,40.39032258064516
 (C-34- 8) 5bca- 1,37.8780303,-112.7896655,9,39.563
 (C-34- 8) 5bca- 1,37.8780303,-112.7896655,10,39.31125
 (C-36-12)12dba- 1,37.684421,-113.1482842,1,96.88129032258065
 (C-36-12)12dba- 1,37.684421,-113.1482842,2,95.2
 (C-36-12)12dba- 1,37.684421,-113.1482842,3,93.72709677419354
 (C-36-12)12dba- 1,37.684421,-113.1482842,4,94.70433333333334
 (C-36-12)12dba- 1,37.684421,-113.1482842,5,108.09064516129033
 (C-36-12)12dba- 1,37.684421,-113.1482842,6,115.82033333333334
 (C-36-12)12dba- 1,37.684421,-113.1482842,7,123.14354838709677
 (C-36-12)12dba- 1,37.684421,-113.1482842,8,125.15709677419355
 (C-36-12)12dba- 1,37.684421,-113.1482842,9,124.71766666666667
 (C-36-12)12dba- 1,37.684421,-113.1482842,10,119.26
 (C-36-16)29daa- 1,37.6263635,-113.6613536,1,254.54483870967744
 (C-36-16)29daa- 1,37.6263635,-113.6613536,2,253.16724137931035
 (C-36-16)29daa- 1,37.6263635,-113.6613536,3,251.87516129032258
 (C-36-16)29daa- 1,37.6263635,-113.6613536,4,252.48233333333334
 (C-36-16)29daa- 1,37.6263635,-113.6613536,5,256.8374193548387
 (C-36-16)29daa- 1,37.6263635,-113.6613536,6,259.481
 (C-36-16)29daa- 1,37.6263635,-113.6613536,7,262.32354838709676
 (C-36-16)29daa- 1,37.6263635,-113.6613536,8,264.25903225806456
 (C-36-16)29daa- 1,37.6263635,-113.6613536,9,265.224
 (C-36-16)29daa- 1,37.6263635,-113.6613536,10,263.8825
 (C-42- 6)32cba- 2,37.1138738,-112.5535386,1,66.18064516129031
 (C-42- 6)32cba- 2,37.1138738,-112.5535386,2,65.67344827586207
 (C-42- 6)32cba- 2,37.1138738,-112.5535386,3,65.26096774193549
 (C-42- 6)32cba- 2,37.1138738,-112.5535386,4,65.95133333333334
 (C-42- 6)32cba- 2,37.1138738,-112.5535386,5,65.58806451612904
 (C-42- 6)32cba- 2,37.1138738,-112.5535386,6,65.03766666666667
 (C-42- 6)32cba- 2,37.1138738,-112.5535386,7,64.71645161290323
 (C-42- 6)32cba- 2,37.1138738,-112.5535386,8,64.62870967741935
 (C-42- 6)32cba- 2,37.1138738,-112.5535386,9,64.31933333333333
 (C-42- 6)32cba- 2,37.1138738,-112.5535386,10,64.17666666666666
 (D- 5- 1) 8dcc- 1,40.3929782,-111.8578775,1,32.58387096774194
 (D- 5- 1) 8dcc- 1,40.3929782,-111.8578775,2,32.986896551724136
 (D- 5- 1) 8dcc- 1,40.3929782,-111.8578775,3,32.5583870967742
 (D- 5- 1) 8dcc- 1,40.3929782,-111.8578775,4,31.757
 (D- 5- 1) 8dcc- 1,40.3929782,-111.8578775,5,32.412962962962965
 (D- 5- 1) 8dcc- 1,40.3929782,-111.8578775,6,32.58
 (D- 5- 1) 8dcc- 1,40.3929782,-111.8578775,7,36.595238095238095
 (D- 5- 1) 8dcc- 1,40.3929782,-111.8578775,8,35.27258064516129
 (D- 5- 1) 8dcc- 1,40.3929782,-111.8578775,9,33.88466666666667
 (D- 5- 1) 8dcc- 1,40.3929782,-111.8578775,10,33.76266666666667
 (D-19- 1)14dba- 1,39.156906,-111.7654783,1,16.684516129032257
 (D-19- 1)14dba- 1,39.156906,-111.7654783,2,16.649310344827587
 (D-19- 1)14dba- 1,39.156906,-111.7654783,3,16.687419354838706
 (D-19- 1)14dba- 1,39.156906,-111.7654783,4,16.76
 (D-19- 1)14dba- 1,39.156906,-111.7654783,5,16.64322580645161
 (D-19- 1)14dba- 1,39.156906,-111.7654783,6,16.174666666666667
 (D-19- 1)14dba- 1,39.156906,-111.7654783,7,15.799354838709677
 (D-19- 1)14dba- 1,39.156906,-111.7654783,8,15.548387096774194
 (D-19- 1)14dba- 1,39.156906,-111.7654783,9,15.257666666666667
 (D-19- 1)14dba- 1,39.156906,-111.7654783,10,15.410967741935485
 (D-19- 1)14dba- 1,39.156906,-111.7654783,11,15.291
 (D-33-24)30dab- 1,37.87860509,-109.3209496,1,164.37516129032258
 (D-33-24)30dab- 1,37.87860509,-109.3209496,2,164.2044827586207
 (D-33-24)30dab- 1,37.87860509,-109.3209496,3,163.98580645161292
 (D-33-24)30dab- 1,37.87860509,-109.3209496,4,163.9163333333333
 (D-33-24)30dab- 1,37.87860509,-109.3209496,5,164.02709677419355
 (D-33-24)30dab- 1,37.87860509,-109.3209496,6,164.592
 (D-33-24)30dab- 1,37.87860509,-109.3209496,7,164.95548387096773
 (D-33-24)30dab- 1,37.87860509,-109.3209496,8,165.1467741935484
 (D-33-24)30dab- 1,37.87860509,-109.3209496,9,165.05833333333334
 (D-33-24)30dab- 1,37.87860509,-109.3209496,10,165.17125
 (D-34-26) 4dad- 1,37.84721398,-109.0639988,1,37.513548387096776
 (D-34-26) 4dad- 1,37.84721398,-109.0639988,2,37.22551724137931
 (D-34-26) 4dad- 1,37.84721398,-109.0639988,3,37.03387096774193
 (D-34-26) 4dad- 1,37.84721398,-109.0639988,4,36.756
 (D-34-26) 4dad- 1,37.84721398,-109.0639988,5,36.97064516129032
 (D-34-26) 4dad- 1,37.84721398,-109.0639988,6,38.298
 (D-34-26) 4dad- 1,37.84721398,-109.0639988,7,38.47714285714285
 (D-36-22)22daa- 1,37.6416641,-109.4762326,1,63.69129032258065
 (D-36-22)22daa- 1,37.6416641,-109.4762326,2,63.61413793103448
 (D-36-22)22daa- 1,37.6416641,-109.4762326,3,63.48258064516129
 (D-36-22)22daa- 1,37.6416641,-109.4762326,4,63.528
 (D-36-22)22daa- 1,37.6416641,-109.4762326,5,63.530967741935484
 (D-36-22)22daa- 1,37.6416641,-109.4762326,6,63.654333333333334
 (D-36-22)22daa- 1,37.6416641,-109.4762326,7,63.79032258064516
 (D-36-22)22daa- 1,37.6416641,-109.4762326,8,63.86096774193548
 (D-36-22)22daa- 1,37.6416641,-109.4762326,9,63.77733333333333
 (D-36-22)22daa- 1,37.6416641,-109.4762326,10,63.82548387096774
 (D-36-22)22daa- 1,37.6416641,-109.4762326,11,63.64300000000001
 37N28W34ABDA RST GW WELL RB-16 NR OLSONVILLE SD,43.14107679,-100.6157345,1,56.582580645161286
 37N28W34ABDA RST GW WELL RB-16 NR OLSONVILLE SD,43.14107679,-100.6157345,2,56.53448275862069
 37N28W34ABDA RST GW WELL RB-16 NR OLSONVILLE SD,43.14107679,-100.6157345,3,56.49290322580645
 37N28W34ABDA RST GW WELL RB-16 NR OLSONVILLE SD,43.14107679,-100.6157345,4,56.44166666666667
 37N28W34ABDA RST GW WELL RB-16 NR OLSONVILLE SD,43.14107679,-100.6157345,5,56.399677419354845
 37N28W34ABDA RST GW WELL RB-16 NR OLSONVILLE SD,43.14107679,-100.6157345,6,56.41133333333333
 37N28W34ABDA RST GW WELL RB-16 NR OLSONVILLE SD,43.14107679,-100.6157345,7,56.56483870967742
 37N28W34ABDA RST GW WELL RB-16 NR OLSONVILLE SD,43.14107679,-100.6157345,8,56.773548387096774
 37N28W34ABDA RST GW WELL RB-16 NR OLSONVILLE SD,43.14107679,-100.6157345,9,56.922333333333334
 37N28W34ABDA RST GW WELL RB-16 NR OLSONVILLE SD,43.14107679,-100.6157345,10,56.95516129032258
 37N28W34ABDA RST GW WELL RB-16 NR OLSONVILLE SD,43.14107679,-100.6157345,11,56.92
 Bar-0136,38.98069444,-79.9439444,1,41.36032258064516
 Bar-0136,38.98069444,-79.9439444,2,41.432758620689654
 Bar-0136,38.98069444,-79.9439444,3,40.598461538461535
 Ber-0445,39.4567222,-77.9725278,1,44.48774193548387
 Ber-0445,39.4567222,-77.9725278,2,41.035862068965514
 Ber-0445,39.4567222,-77.9725278,3,38.372903225806446
 Ber-0445,39.4567222,-77.9725278,4,37.09866666666667
 Ber-0445,39.4567222,-77.9725278,5,41.39645161290323
 Ber-0445,39.4567222,-77.9725278,6,45.016666666666666
 Ber-0445,39.4567222,-77.9725278,7,50.07354838709677
 Ber-0445,39.4567222,-77.9725278,8,40.94548387096774
 Ber-0445,39.4567222,-77.9725278,9,43.12766666666666
 Ber-0445,39.4567222,-77.9725278,10,46.82838709677419
 Ber-0445,39.4567222,-77.9725278,11,51.902
 Ber-0840,39.32219444,-78.0560556,1,28.648387096774194
 Ber-0840,39.32219444,-78.0560556,2,25.17758620689655
 Ber-0840,39.32219444,-78.0560556,3,22.186774193548384
 Ber-0840,39.32219444,-78.0560556,4,19.329666666666665
 Ber-0840,39.32219444,-78.0560556,5,24.151612903225807
 Ber-0840,39.32219444,-78.0560556,6,26.813333333333333
 Ber-0840,39.32219444,-78.0560556,7,28.905161290322578
 Ber-0840,39.32219444,-78.0560556,8,27.35
 Ber-0840,39.32219444,-78.0560556,9,29.108
 Ber-0840,39.32219444,-78.0560556,10,29.928709677419352
 Ber-0840,39.32219444,-78.0560556,11,31.179000000000002
 Brk-0066,40.2047222,-80.6077778,1,37.261935483870964
 Brk-0066,40.2047222,-80.6077778,2,37.83172413793103
 Brk-0066,40.2047222,-80.6077778,3,36.806451612903224
 Brk-0066,40.2047222,-80.6077778,4,36.56233333333333
 Brk-0066,40.2047222,-80.6077778,5,38.72451612903226
 Brk-0066,40.2047222,-80.6077778,6,39.72933333333334
 Brk-0066,40.2047222,-80.6077778,7,40.36774193548387
 Brk-0066,40.2047222,-80.6077778,8,40.729354838709675
 Brk-0066,40.2047222,-80.6077778,9,41.128
 Brk-0066,40.2047222,-80.6077778,10,41.350967741935484
 Brk-0066,40.2047222,-80.6077778,11,41.650999999999996
" CT-CL   223 CLINTON, CT",41.30890556,-72.5480694,1,2.029677419354839
" CT-CL   223 CLINTON, CT",41.30890556,-72.5480694,2,3.0841379310344825
" CT-CL   223 CLINTON, CT",41.30890556,-72.5480694,3,1.8064516129032258
" CT-CL   223 CLINTON, CT",41.30890556,-72.5480694,4,2.295
" CT-CL   223 CLINTON, CT",41.30890556,-72.5480694,5,3.405333333333333
" CT-CL   223 CLINTON, CT",41.30890556,-72.5480694,6,5.698666666666667
" CT-CL   223 CLINTON, CT",41.30890556,-72.5480694,7,6.1254838709677415
" CT-CL   223 CLINTON, CT",41.30890556,-72.5480694,8,6.316774193548387
" CT-CL   223 CLINTON, CT",41.30890556,-72.5480694,9,7.485
" CT-CL   223 CLINTON, CT",41.30890556,-72.5480694,10,8.34741935483871
" CT-CL   223 CLINTON, CT",41.30890556,-72.5480694,11,8.943999999999999
" CT-D    117 DURHAM, CT",41.47270556,-72.6839083,1,9.314193548387097
" CT-D    117 DURHAM, CT",41.47270556,-72.6839083,2,10.044827586206896
" CT-D    117 DURHAM, CT",41.47270556,-72.6839083,3,9.157741935483871
" CT-D    117 DURHAM, CT",41.47270556,-72.6839083,4,9.511333333333335
" CT-D    117 DURHAM, CT",41.47270556,-72.6839083,5,10.324838709677419
" CT-D    117 DURHAM, CT",41.47270556,-72.6839083,6,11.011333333333335
" CT-D    117 DURHAM, CT",41.47270556,-72.6839083,7,11.193548387096774
" CT-D    117 DURHAM, CT",41.47270556,-72.6839083,8,10.990322580645161
" CT-D    117 DURHAM, CT",41.47270556,-72.6839083,9,12.117666666666667
" CT-D    117 DURHAM, CT",41.47270556,-72.6839083,10,12.581290322580644
" CT-D    117 DURHAM, CT",41.47270556,-72.6839083,11,12.977
" CT-MS    44 MANSFIELD, CT",41.7950222,-72.2286361,1,1.566451612903226
" CT-MS    44 MANSFIELD, CT",41.7950222,-72.2286361,2,2.4996551724137928
" CT-MS    44 MANSFIELD, CT",41.7950222,-72.2286361,3,1.3429032258064517
" CT-MS    44 MANSFIELD, CT",41.7950222,-72.2286361,4,1.7876666666666667
" CT-MS    44 MANSFIELD, CT",41.7950222,-72.2286361,5,2.614193548387097
" CT-MS    44 MANSFIELD, CT",41.7950222,-72.2286361,6,4.807
" CT-MS    44 MANSFIELD, CT",41.7950222,-72.2286361,7,5.0203225806451615
" CT-MS    44 MANSFIELD, CT",41.7950222,-72.2286361,8,3.7625806451612904
" CT-MS    44 MANSFIELD, CT",41.7950222,-72.2286361,9,5.253666666666666
" CT-MS    44 MANSFIELD, CT",41.7950222,-72.2286361,10,7.241
" CT-MS    44 MANSFIELD, CT",41.7950222,-72.2286361,11,8.19
" CT-SB    42 SOUTHBURY, CT",41.48787368,-73.2042801,1,11.376129032258065
" CT-SB    42 SOUTHBURY, CT",41.48787368,-73.2042801,2,11.897586206896552
" CT-SB    42 SOUTHBURY, CT",41.48787368,-73.2042801,3,11.261935483870968
" CT-SB    42 SOUTHBURY, CT",41.48787368,-73.2042801,4,11.387
" CT-SB    42 SOUTHBURY, CT",41.48787368,-73.2042801,5,12.355161290322581
" CT-SB    42 SOUTHBURY, CT",41.48787368,-73.2042801,6,13.814
" CT-SB    42 SOUTHBURY, CT",41.48787368,-73.2042801,7,14.053870967741936
" CT-SB    42 SOUTHBURY, CT",41.48787368,-73.2042801,8,13.45258064516129
" CT-SB    42 SOUTHBURY, CT",41.48787368,-73.2042801,9,14.93
" CT-SB    42 SOUTHBURY, CT",41.48787368,-73.2042801,10,17.569032258064517
" CT-SB    42 SOUTHBURY, CT",41.48787368,-73.2042801,11,18.895
 CT-SC    22 SCOTLAND,41.71101667,-72.0591667,1,8.138387096774194
 CT-SC    22 SCOTLAND,41.71101667,-72.0591667,2,10.013793103448275
 CT-SC    22 SCOTLAND,41.71101667,-72.0591667,3,8.673225806451613
 CT-SC    22 SCOTLAND,41.71101667,-72.0591667,4,8.946333333333333
 CT-SC    22 SCOTLAND,41.71101667,-72.0591667,5,10.418064516129032
 CT-SC    22 SCOTLAND,41.71101667,-72.0591667,6,11.299666666666667
 CT-SC    22 SCOTLAND,41.71101667,-72.0591667,7,11.871290322580645
 CT-SC    22 SCOTLAND,41.71101667,-72.0591667,8,12.204516129032257
 CT-SC    22 SCOTLAND,41.71101667,-72.0591667,9,12.65
 CT-SC    22 SCOTLAND,41.71101667,-72.0591667,10,13.190645161290323
 CT-SC    22 SCOTLAND,41.71101667,-72.0591667,11,13.508888888888889
